booking_id,ticket_id,flight_id,booking_date,passenger_count,booking_channel,fare_class_id,base_price,cancellation_fee,baggage_allowance,effective_date,end_date,current_flag
B001366,Y,F0050,2023-02-19,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001367,Y,F0147,2023-04-19,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001368,W,F0119,2023-04-12,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001369,Y,F0243,2023-05-11,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001370,Y,F0185,2023-09-25,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001371,F,F0348,2023-05-24,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001372,W,F0304,2023-02-04,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001373,F,F0104,2023-07-12,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B001374,W,F0486,2023-03-08,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001375,W,F0255,2023-05-19,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001376,F,F0204,2023-02-21,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001377,W,F0179,2023-10-31,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B001378,W,F0091,2023-04-10,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001379,W,F0406,2022-12-09,3,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B001380,Y,F0029,2023-11-11,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001381,F,F0393,2023-04-03,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001382,W,F0035,2023-05-12,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001383,F,F0170,2023-08-16,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001384,W,F0077,2023-09-02,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001385,W,F0177,2023-02-26,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001386,W,F0172,2023-09-04,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001387,Y,F0104,2023-07-29,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001388,W,F0429,2023-03-13,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001389,W,F0449,2023-05-02,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001390,Y,F0439,2023-08-29,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001391,W,F0135,2023-04-09,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001392,Y,F0495,2022-12-18,2,Online,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B001393,W,F0430,2023-11-09,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001394,F,F0421,2022-12-22,3,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B001395,W,F0123,2023-02-26,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001396,F,F0146,2023-02-26,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001397,W,F0066,2022-12-31,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001398,W,F0253,2022-12-07,3,TravelAgency,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B001399,F,F0465,2023-04-12,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001400,W,F0336,2023-07-26,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B001401,W,F0400,2023-09-25,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B001402,F,F0088,2023-06-08,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001403,F,F0052,2023-08-09,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001404,F,F0117,2023-12-13,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001405,Y,F0319,2023-01-03,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001406,F,F0410,2023-04-27,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001407,Y,F0362,2023-11-02,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001408,Y,F0282,2023-02-20,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001409,Y,F0280,2022-12-08,3,TravelAgency,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B001410,W,F0108,2023-05-19,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001411,W,F0225,2023-03-23,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001412,W,F0202,2023-08-31,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B001413,F,F0334,2023-08-18,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B001414,F,F0318,2023-02-10,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001415,F,F0109,2023-11-02,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001416,Y,F0094,2023-10-11,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001417,F,F0114,2023-04-26,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001418,Y,F0375,2023-06-24,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001419,F,F0305,2023-02-11,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001420,W,F0352,2022-12-28,3,Online,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B001421,F,F0323,2023-11-07,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B001422,W,F0384,2023-03-05,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001423,W,F0193,2023-10-23,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001424,Y,F0071,2023-03-24,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001425,W,F0138,2023-02-14,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001426,W,F0341,2023-07-05,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B001427,W,F0449,2023-04-12,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001428,F,F0454,2023-03-27,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001429,W,F0312,2023-09-13,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001430,F,F0003,2023-09-11,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B001431,W,F0162,2023-10-14,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B001432,Y,F0015,2023-05-08,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001433,F,F0327,2023-01-30,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001434,W,F0305,2023-02-06,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001435,Y,F0464,2023-06-03,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001436,F,F0292,2023-08-11,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001437,F,F0077,2023-09-01,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001438,F,F0359,2023-06-13,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001439,W,F0267,2023-02-09,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001440,Y,F0313,2023-05-11,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001441,W,F0397,2023-06-28,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B001442,W,F0477,2023-08-07,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001443,W,F0305,2023-03-04,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001444,F,F0177,2023-02-05,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001445,Y,F0075,2023-10-06,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001446,F,F0089,2023-12-11,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001447,W,F0019,2023-09-30,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B001448,W,F0233,2023-03-09,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001449,F,F0147,2023-03-21,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001450,Y,F0193,2023-09-22,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001451,F,F0355,2023-04-26,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001452,Y,F0075,2023-11-16,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001453,Y,F0013,2023-02-24,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001454,F,F0125,2023-03-14,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001455,Y,F0265,2023-06-16,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001456,F,F0392,2023-02-26,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001457,F,F0091,2023-04-22,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001458,Y,F0096,2023-02-28,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001459,W,F0455,2023-12-22,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001460,W,F0377,2023-10-30,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001461,F,F0285,2023-08-08,1,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001462,W,F0139,2023-01-13,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001463,Y,F0096,2023-03-06,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001464,F,F0049,2023-07-09,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B001465,Y,F0146,2023-02-14,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001466,W,F0452,2023-09-02,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B001467,Y,F0424,2023-07-29,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001468,F,F0067,2023-04-21,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001469,W,F0199,2023-03-07,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001470,F,F0345,2023-05-14,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001471,F,F0458,2023-12-18,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B001472,Y,F0167,2023-01-31,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001473,F,F0010,2023-07-26,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001474,Y,F0192,2023-11-05,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001475,W,F0369,2023-09-20,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001476,F,F0048,2023-04-05,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001477,F,F0290,2023-08-26,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001478,Y,F0142,2023-02-27,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001479,W,F0112,2023-08-17,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001480,Y,F0240,2023-09-25,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001481,F,F0464,2023-05-05,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001482,Y,F0124,2023-02-13,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001483,F,F0475,2023-08-24,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001484,Y,F0025,2023-06-01,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001485,Y,F0168,2023-05-18,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001486,F,F0271,2023-03-03,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001487,W,F0199,2023-03-01,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001488,Y,F0423,2023-11-28,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001489,Y,F0401,2023-08-24,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001490,F,F0295,2023-11-09,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001491,Y,F0065,2023-08-03,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001492,F,F0126,2023-01-07,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001493,F,F0075,2023-11-15,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001494,F,F0315,2022-12-14,3,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B001495,W,F0002,2023-02-18,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001496,Y,F0056,2023-08-23,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001497,Y,F0309,2023-10-04,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001498,F,F0216,2023-03-29,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001499,Y,F0166,2023-02-20,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001500,W,F0010,2023-08-14,2,Online,W,254.7,118.43,30,2023-06-28,,Y
